,tom_agent_class,tom_agent_softmax_temp,tom_agent_num_hypotheses,timestamp,total_wins,total_losses,win_percentage,total_ties,loss_percentage,tie_percentage,seed,total_cost,sequential_agent_class,total_time
139,hm_llama3,0.2,5.0,2025-02-06_12-07-54,95.0,130.0,0.3166666666666666,75.0,0.4333333333333333,0.25,2.0,0.0,prev_outcome_prev_transition,309.5
140,react_gpt4o,0.2,5.0,2025-02-06_17-08-01,135.0,80.0,0.45,85.0,0.2666666666666666,0.2833333333333333,0.0,1.7191,W_stay_L_up_T_down,18.3
141,react_gpt4o,0.2,5.0,2025-02-06_17-26-19,130.0,74.0,0.4333333333333333,96.0,0.2466666666666666,0.32,1.0,1.7157,W_stay_L_up_T_down,18.4
142,react_gpt4o,0.2,5.0,2025-02-06_17-44-45,130.0,79.0,0.4333333333333333,91.0,0.2633333333333333,0.3033333333333333,2.0,1.7197,W_stay_L_up_T_down,19.4
143,react_gpt4o,0.2,5.0,2025-02-06_18-04-12,123.0,86.0,0.41,91.0,0.2866666666666667,0.3033333333333333,0.0,1.7228,W_up_L_down_T_stay,21.7
144,react_gpt4o,0.2,5.0,2025-02-06_18-25-57,122.0,77.0,0.4066666666666667,101.0,0.2566666666666666,0.3366666666666666,1.0,1.7216,W_up_L_down_T_stay,17.4
145,react_gpt4o,0.2,5.0,2025-02-06_18-43-22,123.0,80.0,0.41,97.0,0.2666666666666666,0.3233333333333333,2.0,1.7276,W_up_L_down_T_stay,16.8
146,hm_llama3,0.2,5.0,2025-02-06_17-17-22,82.0,154.0,0.2733333333333333,64.0,0.5133333333333333,0.2133333333333333,3.0,0.0,prev_outcome_prev_transition,299.3
147,hm_llama3,0.2,5.0,2025-02-06_22-16-38,79.0,147.0,0.2633333333333333,74.0,0.49,0.2466666666666666,4.0,0.0,prev_outcome_prev_transition,299.6
148,base_llm_gpt4o,0.2,5.0,2025-02-10_15-32-14,156.0,85.0,0.52,59.0,0.2833333333333333,0.1966666666666666,,1.1663,opponent_transition_stay,5.6
149,base_llm_gpt4o,0.2,5.0,2025-02-10_15-47-41,168.0,62.0,0.56,70.0,0.2066666666666666,0.2333333333333333,,1.1666,opponent_transition_stay,5.5
150,hm_llama3,0.2,5.0,2025-02-10_15-50-35,129.0,103.0,0.43,68.0,0.3433333333333333,0.2266666666666666,1.0,0.0,self_transition_up,290.8
151,hm_llama3,0.2,5.0,2025-02-10_20-41-22,91.0,77.0,0.3033333333333333,132.0,0.2566666666666666,0.44,2.0,0.0,self_transition_up,299.7
152,hm_llama3,0.2,5.0,2025-02-11_01-41-04,114.0,73.0,0.38,113.0,0.2433333333333333,0.3766666666666666,3.0,0.0,self_transition_up,301.1
153,hm_llama3,0.2,5.0,2025-02-11_06-42-10,116.0,74.0,0.3866666666666666,110.0,0.2466666666666666,0.3666666666666666,4.0,0.0,self_transition_up,308.5
154,hm_llama3,0.2,5.0,2025-02-11_15-29-26,38.0,159.0,0.1266666666666666,103.0,0.53,0.3433333333333333,1.0,0.0,self_transition_down,293.8
155,hm_gpt4o,0.2,7.0,2025-02-11_19-41-36,134.0,104.0,0.4466666666666666,62.0,0.3466666666666667,0.2066666666666666,,13.7159,self_transition_up,59.2
156,hm_gpt4o,0.2,7.0,2025-02-11_21-12-04,244.0,29.0,0.8133333333333334,27.0,0.0966666666666666,0.09,0.0,6.8399,self_transition_down,49.9
157,hm_gpt4o,0.2,7.0,2025-02-11_21-05-39,204.0,63.0,0.68,33.0,0.21,0.11,1.0,9.1964,self_transition_up,58.0
158,hm_gpt4o,0.2,9.0,2025-02-11_21-13-35,237.0,41.0,0.79,22.0,0.1366666666666666,0.0733333333333333,0.0,8.9984,self_transition_up,55.1
159,hm_gpt4o,0.2,1.0,2025-02-11_21-19-21,201.0,55.0,0.67,44.0,0.1833333333333333,0.1466666666666666,0.0,4.1916,self_transition_up,55.6
160,hm_gpt4o,0.2,3.0,2025-02-11_21-14-54,213.0,59.0,0.71,28.0,0.1966666666666666,0.0933333333333333,0.0,5.8967,self_transition_up,61.5
161,hm_gpt4o,0.2,7.0,2025-02-11_22-01-58,253.0,29.0,0.8433333333333334,18.0,0.0966666666666666,0.06,0.0,5.7329,opponent_transition_up,33.8
162,hm_gpt4o,0.2,0.0,2025-02-11_21-19-35,84.0,83.0,0.28,133.0,0.2766666666666666,0.4433333333333333,0.0,4.4392,self_transition_up,76.9
163,hm_gpt4o,0.2,9.0,2025-02-11_22-08-42,220.0,43.0,0.7333333333333333,37.0,0.1433333333333333,0.1233333333333333,1.0,9.9403,self_transition_up,45.2
164,hm_gpt4o,0.2,7.0,2025-02-11_22-03-40,202.0,44.0,0.6733333333333333,54.0,0.1466666666666666,0.18,0.0,9.2512,self_transition_down,55.6
165,hm_gpt4o,0.2,1.0,2025-02-11_22-15-00,210.0,51.0,0.7,39.0,0.17,0.13,1.0,4.5573,self_transition_up,64.9
166,hm_gpt4o,0.2,3.0,2025-02-11_22-16-27,183.0,78.0,0.61,39.0,0.26,0.13,1.0,7.7944,self_transition_up,72.2
167,hm_gpt4o,0.2,9.0,2025-02-11_22-53-52,233.0,41.0,0.7766666666666666,26.0,0.1366666666666666,0.0866666666666666,2.0,8.6249,self_transition_up,46.0
168,hm_gpt4o,0.2,0.0,2025-02-11_22-36-32,101.0,77.0,0.3366666666666666,122.0,0.2566666666666666,0.4066666666666667,1.0,4.4135,self_transition_up,72.6
169,hm_gpt4o,0.2,7.0,2025-02-11_22-35-45,44.0,175.0,0.1466666666666666,81.0,0.5833333333333334,0.27,0.0,16.1664,opponent_transition_stay,74.3
170,hm_gpt4o,0.2,7.0,2025-02-11_22-59-16,177.0,68.0,0.59,55.0,0.2266666666666666,0.1833333333333333,1.0,9.4096,self_transition_down,54.3
171,hm_gpt4o,0.2,1.0,2025-02-11_23-19-54,219.0,42.0,0.73,39.0,0.14,0.13,2.0,3.7801,self_transition_up,48.5
172,hm_gpt4o,0.2,3.0,2025-02-11_23-28-41,223.0,47.0,0.7433333333333333,30.0,0.1566666666666666,0.1,2.0,5.4249,self_transition_up,49.0
173,hm_gpt4o,0.2,7.0,2025-02-11_23-53-37,221.0,55.0,0.7366666666666667,24.0,0.1833333333333333,0.08,0.0,9.0871,opponent_transition_up,45.1
174,hm_gpt4o,0.2,1.0,2025-02-12_00-08-25,257.0,26.0,0.8566666666666667,17.0,0.0866666666666666,0.0566666666666666,0.0,3.2987,self_transition_down,37.4
175,hm_gpt4o,0.2,3.0,2025-02-12_00-17-39,258.0,22.0,0.86,20.0,0.0733333333333333,0.0666666666666666,0.0,3.7492,self_transition_down,29.7
176,hm_gpt4o,0.2,9.0,2025-02-11_23-39-53,134.0,65.0,0.4466666666666666,101.0,0.2166666666666666,0.3366666666666666,0.0,19.0891,self_transition_down,67.9
177,hm_gpt4o,0.2,0.0,2025-02-11_23-49-08,91.0,86.0,0.3033333333333333,123.0,0.2866666666666667,0.41,2.0,4.3702,self_transition_up,71.6
178,hm_gpt4o,0.2,7.0,2025-02-11_23-50-02,112.0,95.0,0.3733333333333333,93.0,0.3166666666666666,0.31,0.0,16.5221,W_stay_L_up_T_down,78.2
179,hm_llama3,,,2025-02-11_20-23-18,51.0,126.0,0.17,123.0,0.42,0.41,2.0,0.0,self_transition_down,298.1
180,hm_gpt4o,0.2,7.0,2025-02-12_00-38-46,222.0,52.0,0.74,26.0,0.1733333333333333,0.0866666666666666,1.0,9.3836,opponent_transition_up,46.5
181,hm_gpt4o,0.2,9.0,2025-02-12_00-47-50,213.0,44.0,0.71,43.0,0.1466666666666666,0.1433333333333333,1.0,8.618,self_transition_down,41.4
182,hm_gpt4o,0.2,3.0,2025-02-12_00-47-24,204.0,49.0,0.68,47.0,0.1633333333333333,0.1566666666666666,1.0,6.1077,self_transition_down,48.8
183,hm_gpt4o,0.2,1.0,2025-02-12_00-45-50,194.0,55.0,0.6466666666666666,51.0,0.1833333333333333,0.17,1.0,4.3905,self_transition_down,57.0
184,hm_gpt4o,0.2,0.0,2025-02-12_01-00-42,94.0,134.0,0.3133333333333333,72.0,0.4466666666666666,0.24,0.0,4.3054,self_transition_down,68.8
185,hm_gpt4o,0.2,9.0,2025-02-12_01-29-15,237.0,35.0,0.79,28.0,0.1166666666666666,0.0933333333333333,2.0,8.8901,self_transition_down,42.3
186,hm_gpt4o,0.2,7.0,2025-02-12_01-08-17,103.0,88.0,0.3433333333333333,109.0,0.2933333333333333,0.3633333333333333,0.0,15.2454,W_up_L_down_T_stay,79.9
187,hm_gpt4o,0.2,1.0,2025-02-12_01-42-49,211.0,55.0,0.7033333333333334,34.0,0.1833333333333333,0.1133333333333333,2.0,3.9257,self_transition_down,49.7
188,hm_gpt4o,0.2,3.0,2025-02-12_01-36-10,178.0,70.0,0.5933333333333334,52.0,0.2333333333333333,0.1733333333333333,2.0,6.5647,self_transition_down,60.9
189,hm_gpt4o,0.2,7.0,2025-02-12_01-25-16,63.0,163.0,0.21,74.0,0.5433333333333333,0.2466666666666666,0.0,16.3275,opponent_transition_stay,83.6
190,hm_gpt4o,0.2,9.0,2025-02-12_02-11-34,245.0,42.0,0.8166666666666667,13.0,0.14,0.0433333333333333,0.0,6.6412,opponent_transition_up,48.6
191,hm_gpt4o,0.2,1.0,2025-02-12_02-32-33,254.0,31.0,0.8466666666666667,15.0,0.1033333333333333,0.05,0.0,2.8526,opponent_transition_up,34.9
192,hm_gpt4o,0.2,3.0,2025-02-12_02-37-07,233.0,48.0,0.7766666666666666,19.0,0.16,0.0633333333333333,0.0,4.921,opponent_transition_up,45.4
193,hm_gpt4o,0.2,0.0,2025-02-12_02-09-32,71.0,144.0,0.2366666666666666,85.0,0.48,0.2833333333333333,1.0,4.3295,self_transition_down,79.0
194,hm_gpt4o,0.2,9.0,2025-02-12_03-00-09,241.0,40.0,0.8033333333333333,19.0,0.1333333333333333,0.0633333333333333,1.0,8.6988,opponent_transition_up,46.2
195,hm_gpt4o,0.2,1.0,2025-02-12_03-07-28,224.0,55.0,0.7466666666666667,21.0,0.1833333333333333,0.07,1.0,3.5717,opponent_transition_up,42.0
196,hm_gpt4o,0.2,7.0,2025-02-12_02-28-12,87.0,135.0,0.29,78.0,0.45,0.26,0.0,16.1026,prev_outcome_prev_transition,89.6
197,hm_gpt4o,0.2,7.0,2025-02-12_02-48-53,67.0,152.0,0.2233333333333333,81.0,0.5066666666666667,0.27,1.0,16.1904,opponent_transition_stay,80.9
198,hm_gpt4o,0.2,3.0,2025-02-12_03-22-30,204.0,65.0,0.68,31.0,0.2166666666666666,0.1033333333333333,1.0,7.2598,opponent_transition_up,53.9
199,hm_gpt4o,0.2,1.0,2025-02-12_03-49-29,243.0,40.0,0.81,17.0,0.1333333333333333,0.0566666666666666,2.0,3.0861,opponent_transition_up,39.0
200,hm_gpt4o,0.2,0.0,2025-02-12_03-28-35,75.0,138.0,0.25,87.0,0.46,0.29,2.0,4.3542,self_transition_down,70.8
201,hm_gpt4o,0.2,9.0,2025-02-12_03-46-19,222.0,50.0,0.74,28.0,0.1666666666666666,0.0933333333333333,2.0,14.1365,opponent_transition_up,66.5
202,hm_gpt4o,0.2,3.0,2025-02-12_04-16-25,198.0,73.0,0.66,29.0,0.2433333333333333,0.0966666666666666,2.0,7.1297,opponent_transition_up,62.3
203,hm_gpt4o,0.2,7.0,2025-02-12_04-09-50,122.0,75.0,0.4066666666666667,103.0,0.25,0.3433333333333333,0.0,15.8367,W_stay_L_up_T_down,92.7
204,hm_gpt4o,0.2,1.0,2025-02-12_04-28-29,58.0,154.0,0.1933333333333333,88.0,0.5133333333333333,0.2933333333333333,0.0,6.0822,opponent_transition_stay,81.7
205,hm_gpt4o,0.2,0.0,2025-02-12_04-39-24,169.0,90.0,0.5633333333333334,41.0,0.3,0.1366666666666666,0.0,4.602,opponent_transition_up,81.6
206,hm_llama3,,,2025-02-12_01-21-25,46.0,142.0,0.1533333333333333,112.0,0.4733333333333333,0.3733333333333333,3.0,0.0,self_transition_down,294.8
207,hm_gpt4o,0.2,9.0,2025-02-12_04-52-48,75.0,147.0,0.25,78.0,0.49,0.26,0.0,19.5744,opponent_transition_stay,109.6
208,hm_gpt4o,0.2,3.0,2025-02-12_05-18-42,42.0,194.0,0.14,64.0,0.6466666666666666,0.2133333333333333,0.0,9.3249,opponent_transition_stay,91.7
209,hm_gpt4o,0.2,1.0,2025-02-12_05-50-12,47.0,167.0,0.1566666666666666,86.0,0.5566666666666666,0.2866666666666667,1.0,5.9759,opponent_transition_stay,74.0
210,hm_gpt4o,0.2,7.0,2025-02-12_05-42-32,111.0,85.0,0.37,104.0,0.2833333333333333,0.3466666666666667,1.0,16.2194,W_stay_L_up_T_down,90.1
211,hm_gpt4o,0.2,0.0,2025-02-12_06-00-59,169.0,72.0,0.5633333333333334,59.0,0.24,0.1966666666666666,1.0,4.4559,opponent_transition_up,77.4
212,hm_gpt4o,0.2,9.0,2025-02-12_06-42-25,74.0,143.0,0.2466666666666666,83.0,0.4766666666666667,0.2766666666666666,1.0,18.8945,opponent_transition_stay,89.3
213,hm_gpt4o,0.2,3.0,2025-02-12_06-50-22,90.0,105.0,0.3,105.0,0.35,0.35,1.0,9.4027,opponent_transition_stay,82.8
214,hm_gpt4o,0.2,1.0,2025-02-12_07-04-11,67.0,154.0,0.2233333333333333,79.0,0.5133333333333333,0.2633333333333333,2.0,6.1457,opponent_transition_stay,79.4
215,hm_gpt4o,0.2,0.0,2025-02-12_07-18-24,149.0,86.0,0.4966666666666666,65.0,0.2866666666666667,0.2166666666666666,2.0,4.4254,opponent_transition_up,76.9
216,hm_gpt4o,0.2,7.0,2025-02-12_07-12-37,105.0,94.0,0.35,101.0,0.3133333333333333,0.3366666666666666,0.0,16.0472,W_up_L_down_T_stay,86.1
217,hm_gpt4o,0.2,3.0,2025-02-12_08-13-11,177.0,60.0,0.59,63.0,0.2,0.21,2.0,6.2107,opponent_transition_stay,61.1
218,hm_gpt4o,0.2,0.0,2025-02-12_08-35-18,49.0,179.0,0.1633333333333333,72.0,0.5966666666666667,0.24,0.0,4.2359,opponent_transition_stay,87.6
219,hm_gpt4o,0.2,1.0,2025-02-12_08-23-35,131.0,51.0,0.4366666666666666,118.0,0.17,0.3933333333333333,0.0,6.1412,W_stay_L_up_T_down,102.2
220,hm_gpt4o,0.2,9.0,2025-02-12_08-11-44,51.0,180.0,0.17,69.0,0.6,0.23,2.0,19.7752,opponent_transition_stay,121.6
221,hm_gpt4o,0.2,7.0,2025-02-12_08-38-43,101.0,88.0,0.3366666666666666,111.0,0.2933333333333333,0.37,1.0,16.0507,W_up_L_down_T_stay,108.2
222,hm_gpt4o,0.2,3.0,2025-02-12_09-14-16,113.0,93.0,0.3766666666666666,94.0,0.31,0.3133333333333333,0.0,9.4545,W_stay_L_up_T_down,85.8
223,hm_gpt4o,0.2,0.0,2025-02-12_10-02-52,58.0,195.0,0.1933333333333333,47.0,0.65,0.1566666666666666,1.0,4.1312,opponent_transition_stay,61.5
224,hm_llama3,,,2025-02-12_06-16-14,44.0,143.0,0.1466666666666666,113.0,0.4766666666666667,0.3766666666666666,4.0,0.0,self_transition_down,296.4
225,hm_gpt4o,0.2,0.0,2025-02-12_11-40-19,133.0,75.0,0.4433333333333333,92.0,0.25,0.3066666666666666,0.0,4.3539,W_stay_L_up_T_down,75.8
226,hm_gpt4o,0.2,1.0,2025-02-12_11-40-37,122.0,81.0,0.4066666666666667,97.0,0.27,0.3233333333333333,1.0,6.0465,W_stay_L_up_T_down,77.8
227,hm_gpt4o,0.2,3.0,2025-02-12_11-40-48,130.0,65.0,0.4333333333333333,105.0,0.2166666666666666,0.35,1.0,9.1663,W_stay_L_up_T_down,79.2
228,hm_gpt4o,0.2,9.0,2025-02-12_11-41-23,124.0,76.0,0.4133333333333333,100.0,0.2533333333333333,0.3333333333333333,0.0,18.8772,W_stay_L_up_T_down,82.1
229,hm_llama3,,,2025-02-12_11-12-40,225.0,41.0,0.75,34.0,0.1366666666666666,0.1133333333333333,0.0,0.0,opponent_transition_up,157.1
230,hm_gpt4o,0.2,0.0,2025-02-12_12-56-08,142.0,66.0,0.4733333333333333,92.0,0.22,0.3066666666666666,1.0,4.1952,W_stay_L_up_T_down,64.2
231,hm_gpt4o,0.2,1.0,2025-02-12_12-58-28,127.0,67.0,0.4233333333333333,106.0,0.2233333333333333,0.3533333333333333,2.0,6.0792,W_stay_L_up_T_down,70.3
232,hm_gpt4o,0.2,3.0,2025-02-12_13-00-02,125.0,67.0,0.4166666666666667,108.0,0.2233333333333333,0.36,2.0,9.125,W_stay_L_up_T_down,71.3
233,hm_gpt4o,0.2,9.0,2025-02-12_13-03-29,114.0,100.0,0.38,86.0,0.3333333333333333,0.2866666666666667,1.0,19.5037,W_stay_L_up_T_down,79.0
234,hm_gpt4o,0.2,0.0,2025-02-12_14-00-22,128.0,75.0,0.4266666666666667,97.0,0.25,0.3233333333333333,2.0,4.3053,W_stay_L_up_T_down,66.1
235,hm_gpt4o,0.2,1.0,2025-02-12_14-08-47,101.0,97.0,0.3366666666666666,102.0,0.3233333333333333,0.34,0.0,6.0028,W_up_L_down_T_stay,64.0
236,hm_gpt4o,0.2,3.0,2025-02-12_14-11-22,124.0,83.0,0.4133333333333333,93.0,0.2766666666666666,0.31,0.0,8.788,W_up_L_down_T_stay,63.7
237,hm_gpt4o,0.2,9.0,2025-02-12_14-22-29,119.0,85.0,0.3966666666666666,96.0,0.2833333333333333,0.32,2.0,18.8998,W_stay_L_up_T_down,71.4
238,hm_gpt4o,0.2,0.0,2025-02-12_15-06-29,104.0,81.0,0.3466666666666667,115.0,0.27,0.3833333333333333,0.0,4.397,W_up_L_down_T_stay,62.1
239,hm_gpt4o,0.2,1.0,2025-02-12_15-12-49,102.0,97.0,0.34,101.0,0.3233333333333333,0.3366666666666666,1.0,6.0354,W_up_L_down_T_stay,62.1
240,hm_gpt4o,0.2,3.0,2025-02-12_15-15-06,109.0,97.0,0.3633333333333333,94.0,0.3233333333333333,0.3133333333333333,1.0,9.258,W_up_L_down_T_stay,59.9
241,hm_gpt4o,0.2,9.0,2025-02-12_15-33-57,139.0,71.0,0.4633333333333333,90.0,0.2366666666666666,0.3,0.0,19.0336,W_up_L_down_T_stay,62.7
242,hm_llama3,,,2025-02-12_13-49-48,229.0,50.0,0.7633333333333333,21.0,0.1666666666666666,0.07,1.0,0.0,opponent_transition_up,192.6
243,hm_gpt4o,0.2,0.0,2025-02-12_16-08-34,118.0,79.0,0.3933333333333333,103.0,0.2633333333333333,0.3433333333333333,1.0,4.421,W_up_L_down_T_stay,63.4
244,hm_gpt4o,0.2,3.0,2025-02-12_16-15-00,114.0,95.0,0.38,91.0,0.3166666666666666,0.3033333333333333,2.0,8.7755,W_up_L_down_T_stay,57.3
245,hm_gpt4o,0.2,1.0,2025-02-12_16-14-58,104.0,101.0,0.3466666666666667,95.0,0.3366666666666666,0.3166666666666666,2.0,6.0362,W_up_L_down_T_stay,59.5
246,hm_gpt4o,0.2,9.0,2025-02-12_16-36-38,104.0,89.0,0.3466666666666667,107.0,0.2966666666666667,0.3566666666666667,1.0,19.1272,W_up_L_down_T_stay,63.7
247,hm_gpt4o,0.2,5.0,2025-02-12_16-48-29,84.0,87.0,0.28,129.0,0.29,0.43,,7.0271,opponent_transition_stay_deterministic,56.4
248,hm_gpt4o,0.2,5.0,2025-02-12_16-51-14,44.0,185.0,0.1466666666666666,71.0,0.6166666666666667,0.2366666666666666,,12.1874,opponent_transition_stay_deterministic,60.1
249,hm_gpt4o,0.2,5.0,2025-02-12_16-53-20,135.0,62.0,0.45,103.0,0.2066666666666666,0.3433333333333333,,12.9213,W_stay_L_up_T_down_deterministic,68.1
250,hm_gpt4o,0.2,0.0,2025-02-12_17-12-01,111.0,80.0,0.37,109.0,0.2666666666666666,0.3633333333333333,2.0,4.353,W_up_L_down_T_stay,54.5
251,hm_gpt4o,0.2,1.0,2025-02-12_17-14-29,74.0,152.0,0.2466666666666666,74.0,0.5066666666666667,0.2466666666666666,0.0,6.0269,prev_outcome_prev_transition,56.1
252,hm_gpt4o,0.2,3.0,2025-02-12_17-12-21,69.0,161.0,0.23,70.0,0.5366666666666666,0.2333333333333333,0.0,9.5068,prev_outcome_prev_transition,60.2
253,hm_gpt4o,0.2,9.0,2025-02-12_17-40-21,110.0,89.0,0.3666666666666666,101.0,0.2966666666666667,0.3366666666666666,2.0,18.2287,W_up_L_down_T_stay,59.3
254,hm_gpt4o,0.2,0.0,2025-02-12_18-06-33,79.0,129.0,0.2633333333333333,92.0,0.43,0.3066666666666666,0.0,4.2495,prev_outcome_prev_transition,54.9
255,hm_gpt4o,0.2,1.0,2025-02-12_18-10-36,80.0,131.0,0.2666666666666666,89.0,0.4366666666666666,0.2966666666666667,1.0,6.1978,prev_outcome_prev_transition,65.5
256,hm_gpt4o,0.2,3.0,2025-02-12_18-12-35,86.0,120.0,0.2866666666666667,94.0,0.4,0.3133333333333333,1.0,9.5141,prev_outcome_prev_transition,65.1
257,hm_gpt4o,0.2,0.0,2025-02-12_19-01-30,83.0,128.0,0.2766666666666666,89.0,0.4266666666666667,0.2966666666666667,1.0,4.2759,prev_outcome_prev_transition,57.7
258,hm_gpt4o,0.2,9.0,2025-02-12_18-39-43,90.0,119.0,0.3,91.0,0.3966666666666666,0.3033333333333333,0.0,19.1706,prev_outcome_prev_transition,82.2
259,hm_llama3,,,2025-02-12_17-02-25,212.0,74.0,0.7066666666666667,14.0,0.2466666666666666,0.0466666666666666,2.0,0.0,opponent_transition_up,245.1
260,hm_gpt4o,0.2,5.0,2025-02-12_21-30-10,286.0,12.0,0.9533333333333334,2.0,0.04,0.0066666666666666,0.0,2.3556,opponent_transition_up_deterministic,23.4
261,hm_llama3,0.2,5.0,2025-02-12_16-32-41,126.0,115.0,0.42,59.0,0.3833333333333333,0.1966666666666666,0.0,0.0,opponent_transition_up,331.5
262,hm_gpt4o,0.2,5.0,2025-02-12_21-53-37,294.0,6.0,0.98,0.0,0.02,0.0,1.0,1.8962,opponent_transition_up_deterministic,19.7
263,hm_gpt4o,0.2,5.0,2025-02-12_22-13-18,242.0,57.0,0.8066666666666666,1.0,0.19,0.0033333333333333,2.0,7.2275,opponent_transition_up_deterministic,53.1
264,hm_gpt4o,0.2,0.0,2025-02-12_21-54-10,85.0,115.0,0.2833333333333333,100.0,0.3833333333333333,0.3333333333333333,2.0,4.2825,prev_outcome_prev_transition,76.5
265,hm_gpt4o,0.2,3.0,2025-02-12_21-54-26,92.0,106.0,0.3066666666666666,102.0,0.3533333333333333,0.34,2.0,9.4718,prev_outcome_prev_transition,83.5
266,hm_gpt4o,0.2,1.0,2025-02-12_21-54-17,67.0,152.0,0.2233333333333333,81.0,0.5066666666666667,0.27,2.0,6.0367,prev_outcome_prev_transition,84.0
267,hm_gpt4o,0.2,9.0,2025-02-12_21-54-49,84.0,132.0,0.28,84.0,0.44,0.28,1.0,19.5005,prev_outcome_prev_transition,96.8
268,hm_gpt4o,0.2,5.0,2025-02-12_23-06-24,83.0,134.0,0.2766666666666666,83.0,0.4466666666666666,0.2766666666666666,2.0,13.1677,opponent_transition_stay_deterministic,85.0
269,hm_llama3,,,2025-02-12_21-07-35,197.0,76.0,0.6566666666666666,27.0,0.2533333333333333,0.09,3.0,0.0,opponent_transition_up,213.6
270,hm_gpt4o,0.2,9.0,2025-02-12_23-31-36,100.0,114.0,0.3333333333333333,86.0,0.38,0.2866666666666667,2.0,19.2813,prev_outcome_prev_transition,73.5
271,hm_gpt4o,0.2,5.0,2025-02-13_00-31-24,279.0,17.0,0.93,4.0,0.0566666666666666,0.0133333333333333,0.0,3.1083,self_transition_up_deterministic,21.6
272,hm_llama3,0.2,5.0,2025-02-12_22-04-14,232.0,48.0,0.7733333333333333,20.0,0.16,0.0666666666666666,1.0,0.0,opponent_transition_up,187.2
273,hm_gpt4o,0.2,5.0,2025-02-13_00-52-59,215.0,69.0,0.7166666666666667,16.0,0.23,0.0533333333333333,1.0,8.2783,self_transition_up_deterministic,45.9
274,hm_gpt4o,0.2,5.0,2025-02-13_01-38-54,290.0,6.0,0.9666666666666668,4.0,0.02,0.0133333333333333,2.0,2.3669,self_transition_up_deterministic,15.0
275,hm_gpt4o,0.2,5.0,2025-02-13_01-53-52,287.0,9.0,0.9566666666666668,4.0,0.03,0.0133333333333333,0.0,2.5115,self_transition_down_deterministic,15.0
276,hm_gpt4o,0.2,5.0,2025-02-13_02-08-50,257.0,26.0,0.8566666666666667,17.0,0.0866666666666666,0.0566666666666666,1.0,4.4662,self_transition_down_deterministic,30.2
277,hm_gpt4o,0.2,5.0,2025-02-13_02-39-03,281.0,14.0,0.9366666666666666,5.0,0.0466666666666666,0.0166666666666666,2.0,2.8957,self_transition_down_deterministic,17.3
