,tom_agent_class,tom_agent_softmax_temp,tom_agent_num_hypotheses,timestamp,total_wins,total_losses,win_percentage,total_ties,loss_percentage,tie_percentage,seed,total_cost,sequential_agent_class,total_time
413,base_llm_llama3,0.2,5.0,2025-02-16_20-51-52,35.0,227.0,0.1166666666666666,38.0,0.7566666666666667,0.1266666666666666,0.0,0.0,prev_outcome_prev_transition,14.8
414,base_llm_gpt35,0.2,5.0,2025-02-16_21-06-25,90.0,126.0,0.3,84.0,0.42,0.28,3.0,0.4599,self_transition_down,3.0
415,base_llm_gpt35,0.2,5.0,2025-02-16_21-09-24,106.0,135.0,0.3533333333333333,59.0,0.45,0.1966666666666666,4.0,0.4595,self_transition_down,2.9
416,base_llm_gpt35,0.2,5.0,2025-02-16_21-12-19,99.0,131.0,0.33,70.0,0.4366666666666666,0.2333333333333333,5.0,0.4597,self_transition_down,2.8
417,base_llm_gpt35,0.2,5.0,2025-02-16_21-15-09,86.0,142.0,0.2866666666666667,72.0,0.4733333333333333,0.24,6.0,0.4598,self_transition_down,2.7
418,base_llm_gpt35,0.2,5.0,2025-02-16_21-17-54,95.0,128.0,0.3166666666666666,77.0,0.4266666666666667,0.2566666666666666,7.0,0.4597,self_transition_down,2.8
419,base_llm_llama3,0.2,5.0,2025-02-16_21-06-41,66.0,176.0,0.22,58.0,0.5866666666666667,0.1933333333333333,1.0,0.0,prev_outcome_prev_transition,14.6
420,base_llm_gpt35,0.2,5.0,2025-02-16_21-20-45,88.0,140.0,0.2933333333333333,72.0,0.4666666666666667,0.24,8.0,0.4595,self_transition_down,2.9
421,base_llm_gpt35,0.2,5.0,2025-02-16_21-23-40,97.0,143.0,0.3233333333333333,60.0,0.4766666666666667,0.2,9.0,0.4595,self_transition_down,3.0
422,base_llm_gpt35,0.2,5.0,2025-02-16_21-26-40,95.0,114.0,0.3166666666666666,91.0,0.38,0.3033333333333333,3.0,0.4599,prev_outcome_prev_transition,3.1
423,base_llm_gpt35,0.2,5.0,2025-02-16_21-29-46,97.0,117.0,0.3233333333333333,86.0,0.39,0.2866666666666667,4.0,0.4599,prev_outcome_prev_transition,2.8
424,base_llm_gpt35,0.2,5.0,2025-02-16_21-32-36,108.0,88.0,0.36,104.0,0.2933333333333333,0.3466666666666667,5.0,0.4598,prev_outcome_prev_transition,2.8
425,base_llm_llama3,0.2,5.0,2025-02-16_21-21-16,43.0,218.0,0.1433333333333333,39.0,0.7266666666666667,0.13,2.0,0.0,prev_outcome_prev_transition,14.8
426,base_llm_gpt35,0.2,5.0,2025-02-16_21-35-26,100.0,97.0,0.3333333333333333,103.0,0.3233333333333333,0.3433333333333333,6.0,0.4593,prev_outcome_prev_transition,2.8
427,base_llm_gpt35,0.2,5.0,2025-02-16_21-38-14,91.0,117.0,0.3033333333333333,92.0,0.39,0.3066666666666666,7.0,0.4599,prev_outcome_prev_transition,2.9
428,base_llm_gpt35,0.2,5.0,2025-02-16_21-41-09,93.0,116.0,0.31,91.0,0.3866666666666666,0.3033333333333333,8.0,0.4592,prev_outcome_prev_transition,2.8
429,base_llm_gpt35,0.2,5.0,2025-02-16_21-43-56,98.0,96.0,0.3266666666666666,106.0,0.32,0.3533333333333333,9.0,0.4595,prev_outcome_prev_transition,2.8
430,hm_llama3,0.2,5.0,2025-02-16_18-36-46,119.0,83.0,0.3966666666666666,98.0,0.2766666666666666,0.3266666666666666,6.0,0.0,W_stay_L_up_T_down,334.2
431,hm_llama3,0.2,5.0,2025-02-17_00-10-58,97.0,94.0,0.3233333333333333,109.0,0.3133333333333333,0.3633333333333333,7.0,0.0,W_stay_L_up_T_down,290.8
432,hm_llama3,0.2,5.0,2025-02-17_05-01-48,108.0,83.0,0.36,109.0,0.2766666666666666,0.3633333333333333,8.0,0.0,W_stay_L_up_T_down,298.4
433,hm_llama3,0.2,5.0,2025-02-17_10-00-13,114.0,78.0,0.38,108.0,0.26,0.36,9.0,0.0,W_stay_L_up_T_down,282.5
434,choose_hyp_gpt4o,0.2,5.0,2025-02-17_16-40-45,215.0,52.0,0.7166666666666667,33.0,0.1733333333333333,0.11,,8.0013,self_transition_up,14.0
435,choose_hyp_gpt4o,0.2,5.0,2025-02-17_16-57-43,240.0,35.0,0.8,25.0,0.1166666666666666,0.0833333333333333,0.0,5.9091,W_stay_L_up_T_down,13.4
436,choose_hyp_gpt4o,0.2,5.0,2025-02-17_16-58-03,244.0,32.0,0.8133333333333334,24.0,0.1066666666666666,0.08,0.0,5.7024,W_stay_L_up_T_down,14.0
437,choose_hyp_gpt4o,0.2,5.0,2025-02-17_17-12-05,268.0,19.0,0.8933333333333333,13.0,0.0633333333333333,0.0433333333333333,0.0,3.7394,opponent_transition_stay,11.5
438,choose_hyp_gpt4o,0.2,5.0,2025-02-17_17-11-11,244.0,32.0,0.8133333333333334,24.0,0.1066666666666666,0.08,1.0,5.6901,W_stay_L_up_T_down,13.1
439,choose_hyp_gpt4o,0.2,5.0,2025-02-17_17-24-17,262.0,16.0,0.8733333333333333,22.0,0.0533333333333333,0.0733333333333333,0.0,4.4842,opponent_transition_stay,11.9
440,hm_llama3,0.2,5.0,2025-02-17_14-42-46,188.0,64.0,0.6266666666666667,48.0,0.2133333333333333,0.16,9.0,0.0,opponent_transition_stay,177.4
441,choose_hyp_gpt4o,0.2,5.0,2025-02-17_20-02-05,240.0,21.0,0.8,39.0,0.07,0.13,0.0,6.2891,W_up_L_down_T_stay,13.0
442,choose_hyp_gpt4o,0.2,5.0,2025-02-17_20-02-20,245.0,24.0,0.8166666666666667,31.0,0.08,0.1033333333333333,0.0,5.9043,W_up_L_down_T_stay,13.2
443,choose_hyp_gpt4o,0.2,5.0,2025-02-17_20-15-09,269.0,12.0,0.8966666666666666,19.0,0.04,0.0633333333333333,0.0,4.0794,opponent_transition_up,12.3
444,choose_hyp_gpt4o,0.2,5.0,2025-02-17_20-15-31,246.0,22.0,0.82,32.0,0.0733333333333333,0.1066666666666666,1.0,6.3171,W_up_L_down_T_stay,12.9
445,choose_hyp_gpt4o,0.2,5.0,2025-02-17_20-28-26,265.0,20.0,0.8833333333333333,15.0,0.0666666666666666,0.05,0.0,4.232,opponent_transition_up,11.6
446,choose_hyp_gpt4o,0.2,5.0,2025-02-17_20-27-25,235.0,30.0,0.7833333333333333,35.0,0.1,0.1166666666666666,0.0,5.9086,self_transition_down,13.7
447,choose_hyp_gpt4o,0.2,5.0,2025-02-17_20-40-02,242.0,22.0,0.8066666666666666,36.0,0.0733333333333333,0.12,1.0,5.8414,opponent_transition_up,14.9
448,choose_hyp_gpt4o,0.2,5.0,2025-02-17_20-41-11,90.0,100.0,0.3,110.0,0.3333333333333333,0.3666666666666666,0.0,12.3106,prev_outcome_prev_transition,16.4
449,,,,,,,,,,,,,,
450,choose_hypothesis_gpt4o,0.2,5.0,2025-02-15_22-30-55,105.0,95.0,0.35,100.0,0.3166666666666666,0.3333333333333333,5.0,13.5306,prev_outcome_prev_transition,55.1
451,hm_gpt4o,1.0,5.0,2025-02-13_20-43-50,115.0,78.0,0.3833333333333333,107.0,0.26,0.3566666666666667,0.0,13.0064,W_stay_L_up_T_down,52.0
452,hm_gpt4o,1.0,5.0,2025-02-13_21-35-48,109.0,78.0,0.3633333333333333,113.0,0.26,0.3766666666666666,1.0,13.4988,W_stay_L_up_T_down,56.4
453,hm_gpt4o,1.0,5.0,2025-02-13_22-32-12,117.0,71.0,0.39,112.0,0.2366666666666666,0.3733333333333333,2.0,13.2627,W_stay_L_up_T_down,56.6
454,hm_gpt4o,1.0,5.0,2025-02-13_23-28-47,78.0,147.0,0.26,75.0,0.49,0.25,0.0,12.7181,opponent_transition_stay,53.8
455,hm_gpt4o,1.0,5.0,2025-02-14_00-22-34,61.0,145.0,0.2033333333333333,94.0,0.4833333333333333,0.3133333333333333,1.0,13.2641,opponent_transition_stay,58.1
456,hm_gpt4o,1.0,5.0,2025-02-16_09-42-23,64.0,149.0,0.2133333333333333,87.0,0.4966666666666666,0.29,2.0,13.0977,opponent_transition_stay,50.2
457,hm_gpt4o,1.0,5.0,2025-02-16_10-32-36,116.0,95.0,0.3866666666666666,89.0,0.3166666666666666,0.2966666666666667,0.0,13.1068,W_up_L_down_T_stay,51.1
458,hm_gpt4o,1.0,5.0,2025-02-16_11-23-40,97.0,99.0,0.3233333333333333,104.0,0.33,0.3466666666666667,1.0,13.2083,W_up_L_down_T_stay,49.3
459,hm_gpt4o,1.0,5.0,2025-02-16_12-12-59,111.0,94.0,0.37,95.0,0.3133333333333333,0.3166666666666666,2.0,13.0405,W_up_L_down_T_stay,47.8
460,hm_gpt4o,1.0,5.0,2025-02-16_13-00-51,185.0,71.0,0.6166666666666667,44.0,0.2366666666666666,0.1466666666666666,0.0,9.5532,opponent_transition_up,38.8
461,hm_gpt4o,1.0,5.0,2025-02-16_13-39-37,234.0,44.0,0.78,22.0,0.1466666666666666,0.0733333333333333,1.0,6.0652,opponent_transition_up,26.7
462,hm_gpt4o,1.0,5.0,2025-02-16_14-06-18,150.0,100.0,0.5,50.0,0.3333333333333333,0.1666666666666666,2.0,11.2397,opponent_transition_up,44.5
463,hm_gpt4o,1.0,5.0,2025-02-16_14-50-47,161.0,71.0,0.5366666666666666,68.0,0.2366666666666666,0.2266666666666666,0.0,11.0576,self_transition_up,42.9
464,hm_gpt4o,1.0,5.0,2025-02-16_15-33-42,214.0,54.0,0.7133333333333334,32.0,0.18,0.1066666666666666,1.0,8.5515,self_transition_up,35.2
465,hm_gpt4o,1.0,5.0,2025-02-16_16-08-54,208.0,54.0,0.6933333333333334,38.0,0.18,0.1266666666666666,2.0,8.0586,self_transition_up,32.5
466,hm_gpt4o,1.0,5.0,2025-02-16_18-57-51,243.0,33.0,0.81,24.0,0.11,0.08,0.0,6.2534,self_transition_down,27.5
467,hm_gpt4o,1.0,5.0,2025-02-16_19-25-23,114.0,99.0,0.38,87.0,0.33,0.29,1.0,13.0376,self_transition_down,48.4
468,hm_gpt4o,1.0,5.0,2025-02-16_20-13-47,204.0,60.0,0.68,36.0,0.2,0.12,2.0,8.6856,self_transition_down,35.3
469,hm_gpt4o,1.0,5.0,2025-02-16_20-49-07,73.0,137.0,0.2433333333333333,90.0,0.4566666666666666,0.3,0.0,13.2233,prev_outcome_prev_transition,62.4
470,hm_gpt4o,1.0,5.0,2025-02-16_21-51-32,80.0,126.0,0.2666666666666666,94.0,0.42,0.3133333333333333,1.0,12.9661,prev_outcome_prev_transition,52.2
471,hm_gpt4o,1.0,5.0,2025-02-16_22-43-45,92.0,137.0,0.3066666666666666,71.0,0.4566666666666666,0.2366666666666666,2.0,13.0182,prev_outcome_prev_transition,52.7
472,,,,,,,,,,,,,,
473,choose_hyp_gpt4o,0.2,5.0,2025-02-17_20-54-58,190.0,63.0,0.6333333333333333,47.0,0.21,0.1566666666666666,1.0,9.3189,self_transition_up,14.6
474,choose_hyp_gpt4o,0.2,5.0,2025-02-17_21-09-36,237.0,30.0,0.79,33.0,0.1,0.11,0.0,5.6316,self_transition_down,13.2
475,hm_llama3,0.2,5.0,2025-02-17_17-40-14,174.0,70.0,0.58,56.0,0.2333333333333333,0.1866666666666666,6.0,0.0,W_up_L_down_T_stay,235.5
476,choose_hyp_gpt4o,0.2,5.0,2025-02-17_21-22-51,227.0,39.0,0.7566666666666667,34.0,0.13,0.1133333333333333,1.0,6.4832,self_transition_down,13.5
477,choose_hyp_gpt4o,0.2,5.0,2025-02-17_21-36-25,104.0,115.0,0.3466666666666667,81.0,0.3833333333333333,0.27,0.0,12.2035,prev_outcome_prev_transition,17.9
478,choose_hyp_gpt4o,0.2,5.0,2025-02-17_21-54-22,89.0,111.0,0.2966666666666667,100.0,0.37,0.3333333333333333,1.0,12.3039,prev_outcome_prev_transition,17.1
479,choose_hyp_gpt4o,0.2,5.0,2025-02-17_22-22-50,263.0,21.0,0.8766666666666667,16.0,0.07,0.0533333333333333,2.0,4.4482,opponent_transition_stay,13.4
480,choose_hyp_gpt4o,0.2,5.0,2025-02-17_22-36-16,207.0,58.0,0.69,35.0,0.1933333333333333,0.1166666666666666,2.0,8.3346,self_transition_up,16.0
481,hm_llama3,0.2,5.0,2025-02-17_21-35-47,141.0,91.0,0.47,68.0,0.3033333333333333,0.2266666666666666,7.0,0.0,W_up_L_down_T_stay,268.7
482,hm_llama3,0.2,5.0,2025-02-18_02-04-32,143.0,84.0,0.4766666666666667,73.0,0.28,0.2433333333333333,8.0,0.0,W_up_L_down_T_stay,257.1
483,hm_llama3,0.2,5.0,2025-02-18_06-21-43,140.0,92.0,0.4666666666666667,68.0,0.3066666666666666,0.2266666666666666,9.0,0.0,W_up_L_down_T_stay,260.8
484,hm_llama3,0.2,5.0,2025-02-18_10-42-29,233.0,47.0,0.7766666666666666,20.0,0.1566666666666666,0.0666666666666666,7.0,0.0,opponent_transition_up,155.0
485,hm_llama3,0.2,5.0,2025-02-18_13-17-28,243.0,42.0,0.81,15.0,0.14,0.05,8.0,0.0,opponent_transition_up,127.5
486,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_15-00-20,218.0,57.0,0.7266666666666667,25.0,0.19,0.0833333333333333,,7.7663,W_stay_L_up_T_down,53.6
487,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_15-50-50,176.0,47.0,0.5866666666666667,77.0,0.1566666666666666,0.2566666666666666,,9.486,W_up_L_down_T_stay,65.1
488,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_16-34-01,198.0,70.0,0.66,32.0,0.2333333333333333,0.1066666666666666,,8.8434,W_stay_L_up_T_down,52.8
489,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_17-09-47,243.0,25.0,0.81,32.0,0.0833333333333333,0.1066666666666666,,5.6466,W_up_L_down_T_stay,33.4
490,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_17-29-31,213.0,56.0,0.71,31.0,0.1866666666666666,0.1033333333333333,,8.4575,W_stay_L_up_T_down,39.0
491,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_17-44-13,197.0,50.0,0.6566666666666666,53.0,0.1666666666666666,0.1766666666666666,,8.1701,W_up_L_down_T_stay,50.6
492,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-18_17-57-51,146.0,94.0,0.4866666666666667,60.0,0.3133333333333333,0.2,,10.1741,W_stay_L_up_T_down,47.8
493,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_17-50-14,207.0,34.0,0.69,59.0,0.1133333333333333,0.1966666666666666,0.0,8.8938,self_transition_up,60.8
494,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-18_17-59-33,118.0,109.0,0.3933333333333333,73.0,0.3633333333333333,0.2433333333333333,,12.4826,W_up_L_down_T_stay,56.2
495,hm_llama3,0.2,5.0,2025-02-18_15-25-01,180.0,83.0,0.6,37.0,0.2766666666666666,0.1233333333333333,9.0,0.0,opponent_transition_up,210.7
496,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_18-51-00,235.0,35.0,0.7833333333333333,30.0,0.1166666666666666,0.1,1.0,6.9607,self_transition_up,37.8
497,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_19-44-32,221.0,54.0,0.7366666666666667,25.0,0.18,0.0833333333333333,0.0,4.5037,opponent_transition_stay,21.8
498,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_19-28-53,200.0,73.0,0.6666666666666666,27.0,0.2433333333333333,0.09,2.0,8.9952,self_transition_up,43.6
499,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_20-06-20,251.0,28.0,0.8366666666666667,21.0,0.0933333333333333,0.07,0.0,4.8385,opponent_transition_up,24.3
500,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_20-12-31,239.0,39.0,0.7966666666666666,22.0,0.13,0.0733333333333333,0.0,6.1756,self_transition_down,31.4
501,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-18_20-22-05,208.0,61.0,0.6933333333333334,31.0,0.2033333333333333,0.1033333333333333,0.0,6.9164,self_transition_up,27.7
502,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_20-30-41,253.0,26.0,0.8433333333333334,21.0,0.0866666666666666,0.07,0.0,5.06,self_transition_down,23.8
503,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-18_20-21-48,113.0,101.0,0.3766666666666666,86.0,0.3366666666666666,0.2866666666666667,1.0,12.8496,W_stay_L_up_T_down,45.3
504,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-18_20-49-50,259.0,27.0,0.8633333333333333,14.0,0.09,0.0466666666666666,0.0,4.6727,self_transition_down,22.0
505,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_20-43-59,226.0,31.0,0.7533333333333333,43.0,0.1033333333333333,0.1433333333333333,1.0,6.6544,self_transition_down,30.9
506,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-18_21-11-53,246.0,33.0,0.82,21.0,0.11,0.07,0.0,5.1566,opponent_transition_up,23.7
507,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_21-14-57,242.0,32.0,0.8066666666666666,26.0,0.1066666666666666,0.0866666666666666,2.0,6.1521,self_transition_down,29.6
508,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-18_21-07-05,171.0,43.0,0.57,86.0,0.1433333333333333,0.2866666666666667,1.0,9.9136,W_up_L_down_T_stay,41.0
509,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-18_21-48-08,233.0,37.0,0.7766666666666666,30.0,0.1233333333333333,0.1,0.0,4.6298,opponent_transition_stay,22.3
510,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_21-44-34,220.0,39.0,0.7333333333333333,41.0,0.13,0.1366666666666666,0.0,7.2012,opponent_transition_up,34.0
511,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-18_21-35-39,50.0,190.0,0.1666666666666666,60.0,0.6333333333333333,0.2,0.0,12.5418,opponent_transition_stay,52.5
512,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_22-18-36,210.0,46.0,0.7,44.0,0.1533333333333333,0.1466666666666666,1.0,7.2495,opponent_transition_up,33.6
513,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-18_22-10-26,61.0,184.0,0.2033333333333333,55.0,0.6133333333333333,0.1833333333333333,1.0,12.6306,opponent_transition_stay,52.6
514,hm_llama3,0.2,5.0,2025-02-18_18-55-46,150.0,114.0,0.5,36.0,0.38,0.12,5.0,0.0,self_transition_up,250.5
515,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_22-52-17,237.0,39.0,0.79,24.0,0.13,0.08,2.0,5.7953,opponent_transition_up,27.7
516,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-18_23-03-05,252.0,36.0,0.84,12.0,0.12,0.04,0.0,4.8395,opponent_transition_up,24.4
517,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_23-20-00,196.0,66.0,0.6533333333333333,38.0,0.22,0.1266666666666666,0.0,6.5407,opponent_transition_stay,33.6
518,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-18_23-27-30,237.0,44.0,0.79,19.0,0.1466666666666666,0.0633333333333333,1.0,6.1239,opponent_transition_up,29.3
519,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-18_23-56-50,256.0,26.0,0.8533333333333334,18.0,0.0866666666666666,0.06,0.0,4.8078,self_transition_down,27.2
520,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-19_00-24-07,226.0,39.0,0.7533333333333333,35.0,0.13,0.1166666666666666,1.0,6.055,self_transition_down,29.7
521,hm_scaffold_gpt4o,0.2,5.0,2025-02-18_23-53-37,136.0,95.0,0.4533333333333333,69.0,0.3166666666666666,0.23,1.0,11.2945,opponent_transition_stay,73.0
522,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-19_00-53-51,228.0,39.0,0.76,33.0,0.13,0.11,0.0,5.9093,self_transition_up,42.8
523,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-19_01-36-43,228.0,34.0,0.76,38.0,0.1133333333333333,0.1266666666666666,1.0,6.3526,self_transition_up,33.3
524,hm_scaffold_gpt4o,0.2,5.0,2025-02-19_01-06-40,92.0,140.0,0.3066666666666666,68.0,0.4666666666666667,0.2266666666666666,2.0,13.5422,opponent_transition_stay,85.4
525,hm_scaffold_gpt4o,0.2,5.0,2025-02-19_02-32-05,166.0,43.0,0.5533333333333333,91.0,0.1433333333333333,0.3033333333333333,2.0,9.9055,W_up_L_down_T_stay,66.3
526,hm_llama3,0.2,5.0,2025-02-18_23-06-18,120.0,86.0,0.4,94.0,0.2866666666666667,0.3133333333333333,6.0,0.0,self_transition_up,284.0
527,hm_scaffold_gpt4o,0.2,5.0,2025-02-19_03-38-22,240.0,33.0,0.8,27.0,0.11,0.09,2.0,6.3904,W_stay_L_up_T_down,34.9
528,hm_llama3,0.2,5.0,2025-02-19_03-50-17,118.0,88.0,0.3933333333333333,94.0,0.2933333333333333,0.3133333333333333,7.0,0.0,self_transition_up,269.6
529,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-19_10-15-33,230.0,29.0,0.7666666666666667,41.0,0.0966666666666666,0.1366666666666666,2.0,6.1247,W_up_L_down_T_stay,39.3
530,hm_scaffold_1shot_gpt4o,0.2,5.0,2025-02-19_10-30-52,166.0,69.0,0.5533333333333333,65.0,0.23,0.2166666666666666,,11.0705,W_stay_L_up_T_down,63.7
531,hm_llama3,0.2,5.0,2025-02-19_08-19-57,136.0,106.0,0.4533333333333333,58.0,0.3533333333333333,0.1933333333333333,8.0,0.0,self_transition_up,292.1
532,hm_llama3,0.2,5.0,2025-02-19_13-12-05,140.0,100.0,0.4666666666666667,60.0,0.3333333333333333,0.2,9.0,0.0,self_transition_up,269.1
533,hm_llama3,0.2,5.0,2025-02-19_17-41-13,67.0,139.0,0.2233333333333333,94.0,0.4633333333333333,0.3133333333333333,5.0,0.0,self_transition_down,285.3
534,hm_llama3,0.2,5.0,2025-02-19_22-26-30,59.0,159.0,0.1966666666666666,82.0,0.53,0.2733333333333333,6.0,0.0,self_transition_down,306.7
535,hm_llama3,0.2,5.0,2025-02-20_03-33-15,54.0,125.0,0.18,121.0,0.4166666666666667,0.4033333333333333,7.0,0.0,self_transition_down,292.4
536,hm_llama3,0.2,5.0,2025-02-20_08-25-40,147.0,75.0,0.49,78.0,0.25,0.26,8.0,0.0,self_transition_down,251.9
537,hm_llama3,0.2,5.0,2025-02-20_12-37-33,53.0,166.0,0.1766666666666666,81.0,0.5533333333333333,0.27,9.0,0.0,self_transition_down,292.0
538,hm_llama3,0.2,5.0,2025-02-20_17-29-35,79.0,137.0,0.2633333333333333,84.0,0.4566666666666666,0.28,5.0,0.0,prev_outcome_prev_transition,288.7
539,hm_gpt4o,0.2,0.0,2025-02-20_22-30-57,45.0,205.0,0.15,50.0,0.6833333333333333,0.1666666666666666,2.0,4.1752,opponent_transition_stay,37.9
540,hm_llama3,0.2,5.0,2025-02-20_22-18-19,79.0,136.0,0.2633333333333333,85.0,0.4533333333333333,0.2833333333333333,6.0,0.0,prev_outcome_prev_transition,285.6
541,hm_llama3,0.2,5.0,2025-02-21_03-03-57,81.0,120.0,0.27,99.0,0.4,0.33,7.0,0.0,prev_outcome_prev_transition,292.3
542,hm_llama3,0.2,5.0,2025-02-21_07-56-15,88.0,130.0,0.2933333333333333,82.0,0.4333333333333333,0.2733333333333333,8.0,0.0,prev_outcome_prev_transition,288.3
543,hm_llama3,0.2,5.0,2025-02-21_12-44-37,75.0,132.0,0.25,93.0,0.44,0.31,9.0,0.0,prev_outcome_prev_transition,287.9
544,hm_pattern_recog_gpt4o,0.2,5.0,2025-04-09_22-13-34,250.0,24.0,0.8333333333333334,26.0,0.08,0.0866666666666666,,8.8933,self_transition_up,75.5
545,hm_pattern_recog_gpt4o,0.2,5.0,2025-04-09_22-47-24,261.0,22.0,0.87,17.0,0.0733333333333333,0.0566666666666666,0.0,6.145,self_transition_up,58.4
546,hm_pattern_recog_gpt4o,0.2,5.0,2025-04-09_23-45-52,256.0,23.0,0.8533333333333334,21.0,0.0766666666666666,0.07,0.0,7.7712,self_transition_down,72.7
547,hm_pattern_recog_gpt4o,0.2,5.0,2025-04-10_00-58-33,117.0,100.0,0.39,83.0,0.3333333333333333,0.2766666666666666,0.0,17.881,opponent_transition_up,128.1
548,hm_pattern_recog_gpt4o,0.2,5.0,2025-04-10_03-06-42,100.0,81.0,0.3333333333333333,119.0,0.27,0.3966666666666666,0.0,21.0148,opponent_transition_stay,126.2
549,hm_pattern_recog_gpt4o,0.2,5.0,2025-04-10_05-12-56,114.0,90.0,0.38,96.0,0.3,0.32,0.0,20.2551,W_up_L_down_T_stay,129.5
550,hm_pattern_recog_gpt4o,0.2,5.0,2025-04-10_07-22-27,187.0,59.0,0.6233333333333333,54.0,0.1966666666666666,0.18,0.0,12.3921,W_stay_L_up_T_down,85.6
551,hm_pattern_recog_gpt4o,0.2,5.0,2025-04-11_10-33-16,92.0,109.0,0.30666666666666664,99.0,0.36333333333333334,0.33,0.0,18.0194,prev_outcome_prev_transition,134.5
