"game_id","player_id","free_resp_prompt","free_resp_answer","bot_strategy","total_points","total_win","total_loss","total_tie","games","win_pct"
"ebb76ace-54d1-4bda-8eab-e12729f95454","7fb9c568-eb73-4ad8-8705-45e9dcc5c4a3","In the text box below, please describe any strategies you used to try and beat your opponent.","I noticed that the opponent usually followed a pattern of what they would choose. I would recognize this pattern and follow it too to choose what object I was going to pick.","prev_move_negative",670,235,35,30,300,0.7833333333333333
"30aea025-4c7b-41c0-bd03-363cc73bf583","c82739a2-9e24-4c1b-840f-9eb00d10cd9b","In the text box below, please describe any strategies you used to try and beat your opponent.","I didn't realize there would be a strategy for a game like rock, paper, scissors.","outcome_transition_dual_dependency",197,101,106,93,300,0.33666666666666667
"77c0310c-3c29-45de-b1f4-0a949689582b","d58ab2c9-52de-44e0-b54b-1d96ca3cc785","In the text box below, please describe any strategies you used to try and beat your opponent.","if they repeated something multiple times, i went to the thing that would beat them","win_nil_lose_positive",252,111,81,108,300,0.37
"4a4a73f6-75cb-4424-85be-0361f2399da5","f61a51ea-8990-4280-926c-41251ade9764","In the text box below, please describe any strategies you used to try and beat your opponent.","The server would try to beat the last card i played, so playing the card that beat my previous hand would win the round for me.","opponent_prev_move_positive",637,220,23,57,300,0.7333333333333333
"0e42c8ed-dec4-45f1-bd15-4de1a28ba05c","8766a7e1-c137-41aa-a9ed-8b7f18a3bc16","In the text box below, please describe any strategies you used to try and beat your opponent.","At first I was just pressing rock, because rock has pretty good chances, but after realizing the pattern in the choice of my opponent I was able to figure out which object he was going to chose before he chose it.","prev_move_positive",588,207,33,60,300,0.69
"28393a17-c8b7-47cf-bd20-ae49baf9646b","d75c7e2e-b1ba-4877-a14d-628d817fa2af","In the text box below, please describe any strategies you used to try and beat your opponent.","I noticed that usually the opponent would choose whichever move would have beaten my previous choice, so I would pick whatever beat that choice. For example, if I picked rock, in the next turn the opponent would pick paper so I would choose scissors.","opponent_prev_move_positive",724,247,17,36,300,0.8233333333333334
"bead7b05-0d45-43da-8fb9-9cc2981be09f","79a2d092-4475-435d-972c-e9036a3de75d","In the text box below, please describe any strategies you used to try and beat your opponent.","I saw a rotating pattern","prev_move_positive",265,120,95,85,300,0.4
"27d2ce58-ed12-4d9c-b298-379598c5e69b","20d0d9b2-261a-490a-a3d0-d61621fbe9dd","In the text box below, please describe any strategies you used to try and beat your opponent.","At first I thought it was completely random until i found out that once I won something for example I played ROCK and they played SCISSORS, I saw it kept going down the line ROCK>PAPER>SCISSORS. But sometimes I would notice that I would tie/lose and I would pay attention to what I played last and why i tied/lost for example I played ROCK and they played PAPER. I would then predict that I should play ROCK again because they will play SCISSORS next.","prev_move_positive",679,237,32,31,300,0.79
"918a010a-e7ed-4b26-b2e8-63d7f9f5a8f2","fa5449d2-5c2e-4a6e-b029-8f87d636672f","In the text box below, please describe any strategies you used to try and beat your opponent.","Lead the computer into the loop of the tie, lets call the tie thing k, then recursively use the one that beat the k and the k.","outcome_transition_dual_dependency",274,116,74,110,300,0.38666666666666666
"4d8b459f-7586-4734-b7e2-6ee1ae630b64","06ef75f2-414f-4f3e-8be9-0f96207dfabf","In the text box below, please describe any strategies you used to try and beat your opponent.","At first I was picking randomly, but then noticed that there was a pattern where I could just do the same pattern and I would win","prev_move_negative",485,183,64,53,300,0.61
"75fa2cae-d554-44e9-9b36-02e0e05b9cbc","fbabf9cb-a960-4e47-9beb-15c2529ee390","In the text box below, please describe any strategies you used to try and beat your opponent.","Didn't really use too many strategies. I tried not to do more than 5 of the same thing in a row. Sometimes I would try and see if the computer was predicting where I would move next, but wasn't always consistent.","win_nil_lose_positive",291,121,72,107,300,0.4033333333333333
"4efd6fdf-127d-46d3-8bbc-e7ba92312ca5","20a1a2f8-583a-436e-81ba-d2fa36a94a94","In the text box below, please describe any strategies you used to try and beat your opponent.","try to predict how he/she's pattern is","prev_move_negative",762,260,18,22,300,0.8666666666666667
"ae3daa90-54f8-4557-9199-378a03096425","26f37c05-cdc8-4aa9-b887-b46e0e2b4acf","In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to predict what my opponent was use based on their patterns.","outcome_transition_dual_dependency",231,109,96,95,300,0.36333333333333334
"89fe5868-3da2-45b8-9687-8aec90b283f2","9abb892e-7543-47bf-a2dc-40b0796b01b7","In the text box below, please describe any strategies you used to try and beat your opponent.","saw pattern in opponent","opponent_prev_move_positive",400,151,53,96,300,0.5033333333333333
"d0bf5c4d-9d89-46e1-bcb2-f9b510a456c3","b007f71f-9cc6-46a7-9868-0e4274a4d1fc","In the text box below, please describe any strategies you used to try and beat your opponent.","I could see that it tended to pick whatever would beat what I just chose, so I would switch between things like rock and scissors because I would tie and then win the next round.","opponent_prev_move_positive",360,135,45,120,300,0.45
"c9fbe4e5-af61-47b1-a364-924cdde91d26","489e572a-1c73-4de5-bed2-9733b137b31d","In the text box below, please describe any strategies you used to try and beat your opponent.","Strategies included knowing what the opponent played and how often it repeated. The opponent used rock, paper, scissors once before repeating the same three cards. Given this information, if I lose the first round, then the next round will either be a tie or a win. If it's a tie, then I will win for sure the next round. Every 5th or 6th time, the opponent plays the second card again, so if the first card was Rock and the second was Scissors, then I would play rock to beat Scissors. This did not happen often, but didn't notice beforehand.","prev_move_positive",699,242,27,31,300,0.8066666666666666
"357370e8-23a2-4d50-994a-e2b25bb1a87b","aebeb609-f670-4172-ad56-96a7f556f619","In the text box below, please describe any strategies you used to try and beat your opponent.","I honestly couldn't figure out what the opponent was doing so i just guessed.","outcome_transition_dual_dependency",215,103,94,103,300,0.3433333333333333
"1972fecb-5351-4037-9896-96b88cdffc23","83cbe4a4-970b-48f2-aed2-64ab1a20aee5","In the text box below, please describe any strategies you used to try and beat your opponent.","Rock every time","outcome_transition_dual_dependency",190,96,98,106,300,0.32
"9a564510-b95c-47b3-abf3-4719cea2be4b","a0d7acf4-a562-4511-b8bc-27529ad1e18e","In the text box below, please describe any strategies you used to try and beat your opponent.","i realized a pattern and stuck to a pattern that would beat its pattern","opponent_prev_move_positive",775,263,14,23,300,0.8766666666666667
"dbb3eb8b-93a2-4000-a8d8-92a46c580dd8","32295c40-4b02-438b-9fe5-1b404bb826b2","In the text box below, please describe any strategies you used to try and beat your opponent.","I realized the computer was using the same strategy, but was mixing it up once in a while but it was easy to find the pattern and beat the computer.","prev_move_negative",660,233,39,28,300,0.7766666666666666
"1b39ddc3-e6cf-43e0-9a21-57593703b61b","962a402b-2bef-478e-a21b-22cb97548ebb","In the text box below, please describe any strategies you used to try and beat your opponent.","I thought that if my opponent played one thing for one round (ex: rock) and won, they would choose the same thing in the next round. So I would alter my choice to the option that would beat their choice (in this example, paper). I would also find that they would change their choice if they lost, consecutively. So if they did Rock (the first in the sequence) and lost, they would go to paper. Then if they lost with paper (second in the sequence), they would go to scissors.","win_nil_lose_positive",296,128,88,84,300,0.4266666666666667
"0d533791-7b36-49e9-9bcd-2a36f841630f","6a156fd9-b164-4b24-9a62-70fd9c6ad078","In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to find a pattern in what they chose and that worked.","prev_move_negative",542,197,49,54,300,0.6566666666666666
"8bd63781-8774-4221-a739-8a1e05af5107","bcfa93ab-0b78-4483-b54d-06271453f61e","In the text box below, please describe any strategies you used to try and beat your opponent.","I didn't use any.","prev_move_positive",210,103,99,98,300,0.3433333333333333
"b424dbf6-9063-44cf-a82b-5217333c7635","32c8d4e3-a075-42fb-b544-8fffdc9eb3a4","In the text box below, please describe any strategies you used to try and beat your opponent.","Predicted what option they’d choose by sometimes determining some kind of pattern.","opponent_prev_move_positive",408,155,57,88,300,0.5166666666666667
"ed1392b6-e31e-4a05-ad94-996a2fa93d81","33795fa4-5fc8-4813-9526-4f5b6dab971e","In the text box below, please describe any strategies you used to try and beat your opponent.","noticed and would keep track of patterns displayed by opponent","prev_move_negative",538,196,50,54,300,0.6533333333333333
"7b0a80fe-0c9e-442f-8bcb-c204352fda24","0be13e74-9bbe-488d-af6d-36eabd5997be","In the text box below, please describe any strategies you used to try and beat your opponent.","the opponent was on a loop, so i just stayed one ahead and paid attention to when the loop changed","prev_move_positive",721,251,32,17,300,0.8366666666666667
"3dba6568-e90b-4359-ac26-aa0bf8483934","2e2c04c9-19de-471a-b83b-04babfac4842","In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to see if the opponent had a certain strategy and then worked from there","opponent_prev_move_positive",736,254,26,20,300,0.8466666666666667
"f41d2a75-d3de-4099-8f84-8f2ea5cf8d11","14998967-0819-46ba-9da9-7f9d7858d2f7","In the text box below, please describe any strategies you used to try and beat your opponent.","I thought that the strategy of the computer was going in an order where I can guarantee myself a tie-win every other turn so I started following that strategy once I saw the pattern.","win_nil_lose_positive",323,130,67,103,300,0.43333333333333335
"16ace811-12a8-4a06-8e15-bc3b8a03313b","06f2b367-47a8-4d55-912c-974cee03256e","In the text box below, please describe any strategies you used to try and beat your opponent.","it was tough to create a strategy, I tried using a method where I clicked each option 3 times in a row and then alternate","win_nil_lose_positive",245,111,88,101,300,0.37
"bdae4b90-5c3e-4f71-86b4-a1f6f652b797","f3540a99-31be-4868-aa91-39801ac216ba","In the text box below, please describe any strategies you used to try and beat your opponent.","It was clear after a few rounds that the opponent was simply cycling through each option in order. So I just did the same, but one step ahead. The cycle is disrupted every few rounds but it re-calibrates in the exact same manner so it was simple to adjust the pattern I cycled through.","prev_move_positive",722,250,28,22,300,0.8333333333333334
"b8f0eec2-2d64-42c6-b3fd-6c94dd773413","b58febc1-ef9c-4022-8686-403f82d88ec2","In the text box below, please describe any strategies you used to try and beat your opponent.","rock -> paper -> scissor","opponent_prev_move_nil",311,139,106,55,300,0.4633333333333333
"fca92c82-5fd3-4703-b154-7184cf400e63","18c32ef9-c46c-43aa-8fe0-1a8cc38f20de","In the text box below, please describe any strategies you used to try and beat your opponent.","To beat the opponent I tried to predict the card he/she was going to choose. I discovered the pattern, which was rock, paper and scissors and then rock again. Thus, I attempted to choose as quickly as possible the opposite card.","prev_move_positive",459,174,63,63,300,0.58
"b11a8544-b074-4eb3-985c-7b2527f7428b","7317feb6-9809-4c88-889c-edb4b6c230c4","In the text box below, please describe any strategies you used to try and beat your opponent.","I noticed rotating between rock, paper, scissors for the most part was successful.","opponent_prev_move_nil",751,258,23,19,300,0.86
"c84a16d5-ab1e-48ec-90fc-d87f8c7e34b1","67c848ff-ce91-4213-9f7c-e706f96d5f39","In the text box below, please describe any strategies you used to try and beat your opponent.","I focused on seeing what my proponent was playing, and what they would play based on that.","win_positive_lose_negative",151,90,119,91,300,0.3
"2d59d1e2-19dd-4d13-a8cd-23fd37105100","3d31330e-bdbf-4ec7-b307-f2b3468db11d","In the text box below, please describe any strategies you used to try and beat your opponent.","I figured out the order the computer would generally go in. Sometimes it would skip a move but it would go back to that order.","prev_move_negative",583,209,44,47,300,0.6966666666666667
"7b1f724d-dd20-4e98-b46c-a48330d41782","32643f0f-d3c8-4106-9158-ea7fb545a723","In the text box below, please describe any strategies you used to try and beat your opponent.","Going rock paper scissors","opponent_prev_move_nil",353,150,97,53,300,0.5
"29c37df0-8c09-4cbe-b45b-b0184622ce7c","e4ea6761-0781-4e78-972b-675617e89cc8","In the text box below, please describe any strategies you used to try and beat your opponent.","I would randomly choose differnt methods but for the most part I stuck with choosing rock","opponent_prev_move_positive",358,129,29,142,300,0.43
"9239be27-574b-468e-8597-7bac064e9ce5","0f018a63-f1eb-421e-8cef-9b5e021d1221","In the text box below, please describe any strategies you used to try and beat your opponent.","There seemed to be a sequence with the opponent so i tried to follow that","prev_move_positive",660,235,45,20,300,0.7833333333333333
"ed45c0ed-85c8-4270-babb-0a9ee1a15ad3","a7c02cae-cfe8-4205-974f-5c10ee3928c7","In the text box below, please describe any strategies you used to try and beat your opponent.","I noticed the opponent would usually pick whatever object I picked before so i used the strategy of going in order from Rock to Paper to Scissor","opponent_prev_move_nil",637,225,38,37,300,0.75
"c1dcf6ea-8afb-497d-8ab4-e15c8c3b2672","f065171d-808d-47a0-8a4a-58c2b41e0959","In the text box below, please describe any strategies you used to try and beat your opponent.","I would choose the one that I thought they were not going to choose or the one that they had just previously chosen","opponent_prev_move_nil",147,95,138,67,300,0.31666666666666665
"f39797d0-ef5c-4e43-b691-aa7400e0c6b9","e712146f-e021-4e57-b1cc-d8b5257d016e","In the text box below, please describe any strategies you used to try and beat your opponent.","I thought that my opponent would chose something to counter my previous attacks so I would do the opposite of what I thought they would do","win_positive_lose_negative",105,66,93,141,300,0.22
"f91b73c5-69d4-435a-a2fa-72c76ef80dc6","293fcc80-c707-4bbd-8f3d-039db0f18bc0","In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to think of what my opponent selected previously","win_positive_lose_negative",149,83,100,117,300,0.27666666666666667
"d220e990-9462-403c-aa65-2a9be6913e25","0f09ae2d-06a3-4448-9e13-2dbbafa1466e","In the text box below, please describe any strategies you used to try and beat your opponent.","To find the patterns it was using and using it against them","opponent_prev_move_nil",611,219,46,35,300,0.73
"6f0aa4e2-1f8f-478e-b175-8fd752c8cec8","6c6c787a-5e80-4818-98f0-c0d1c0cb33c5","In the text box below, please describe any strategies you used to try and beat your opponent.","If opponent picks rock, their next pick will likely be what beats rock, which is paper. So I will pick scissors. The opponent will likely pick what will beat the thing they lost with before.","prev_move_positive",698,241,25,34,300,0.8033333333333333
"3b89186e-3d71-478d-8f26-ce66259efa5b","5e6c6dd6-ca4e-4299-a24e-6dc7f1daca90","In the text box below, please describe any strategies you used to try and beat your opponent.","I checked the opponent's previous moves and anticipated what they would do next depending on what they may have thought I would do next. I also paid attention to certain patterns, such as the same move multiple times in a row.","win_nil_lose_positive",350,142,76,82,300,0.47333333333333333
"7a9914e9-75c5-43e3-8e52-e995fdaea545","33125e3d-2faf-4de5-99b0-d63a196d5deb","In the text box below, please describe any strategies you used to try and beat your opponent.","i noticed that the winning action cycled in order through all three from left to right","prev_move_positive",565,206,53,41,300,0.6866666666666666
"c7736160-5774-46dc-baef-7ed8122651e5","f3a0bddd-ddc3-4be3-91cc-6e06c7b52568","In the text box below, please describe any strategies you used to try and beat your opponent.","Rock is my favorite so I always do rock first, then I decided to switch it up, no strategies really","opponent_prev_move_nil",526,180,14,106,300,0.6
"15ead9b6-fdf3-44db-bcca-e614e01f7a86","bed6c818-626d-4e2e-9001-ba855ae78231","In the text box below, please describe any strategies you used to try and beat your opponent.","At one point, I realized I should check my opponent's choices for any patterns, so I did, but no patterns were occurring at least when I checked.","outcome_transition_dual_dependency",163,90,107,103,300,0.3
"fb7dfbdd-21bd-4389-a84b-cd8ef16f8a7b","4d43259b-d498-40de-98c5-261c48b1daa1","In the text box below, please describe any strategies you used to try and beat your opponent.","If they were repeatedly selecting an option, I continued along with it a few times, until I chose an alternate one.","win_positive_lose_negative",129,84,123,93,300,0.28
"8d620393-873f-462a-bd86-09887f3ed0fc","362e4464-1336-4c9f-985a-23d2d783270a","In the text box below, please describe any strategies you used to try and beat your opponent.","I just picked the symbol the other player picked before me","prev_move_negative",725,249,22,29,300,0.83
"8b3af868-2e83-4be6-90db-9ef92c30224b","33af7173-44a8-4d03-9707-2fdd85be0361","In the text box below, please describe any strategies you used to try and beat your opponent.","I noticed a pattern and/or a particular order that caused me to win more often and stuck with it.","opponent_prev_move_positive",809,273,10,17,300,0.91
"b3be5414-3a65-4364-9b4b-893a6df070f9","9292407d-9be8-430d-aade-cda0c1226a63","In the text box below, please describe any strategies you used to try and beat your opponent.","I did not use any strategy, because I cannot predict what my opponent will choose.","outcome_transition_dual_dependency",252,110,78,112,300,0.36666666666666664
"40e64567-8848-4a12-889a-700d1a0cf84d","643954c0-b7e2-4f5f-8ae7-50c335731299","In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to play them in reverse order and it seemed to work.","opponent_prev_move_positive",586,204,26,70,300,0.68
"ab1e8bba-a8a2-4e26-9e88-ffe268d094c9","ade9bd7b-3550-49ba-8f0b-4498c5cd3942","In the text box below, please describe any strategies you used to try and beat your opponent.","I found that the opponent typically chose the option that would beat me given that I chose the same thing(ie If I chose rock, Opponent's next move was usually paper). That being said, Opponent occassionally altered this cycle","win_positive_lose_negative",482,180,58,62,300,0.6
"13e54e91-cadd-4669-917b-3afc29e412a4","39036ea4-1d83-469d-af59-30e368b30488","In the text box below, please describe any strategies you used to try and beat your opponent.","random selection","outcome_transition_dual_dependency",198,99,99,102,300,0.33
"b6c6f1e7-f192-4807-ad29-40eac78bd73e","8e03aa5d-dfb2-4273-847b-e839a9972a52","In the text box below, please describe any strategies you used to try and beat your opponent.","I prioritize using rock multiple times, then move on to scissors, and occasionally use paper. 
Repeat using rock until the computer responds by playing paper, and then change my move.","outcome_transition_dual_dependency",225,101,78,121,300,0.33666666666666667
"e7477167-f461-4480-b357-eaece9044dd8","fe8153e9-03d0-4cbd-b162-4951af4aff11","In the text box below, please describe any strategies you used to try and beat your opponent.","I noticed that at some points there would be a long period where the opponent would repeatedly use rock, paper, scissors in that order. Since I could predict which move the opponent would play, it was easy for me to pick the move that would win. Whenever the opponent defied that pattern, I went back to assess what moves the opponent would make since it was rare for the opponent to go backwards in the rock, paper scissors pattern. The opponent, for example, if picking scissors, would either pick scissors again or pick rock. The opponent would never go backward and pick paper.","prev_move_positive",671,235,34,31,300,0.7833333333333333
"89d74b17-ca3f-41b0-a5c9-78b812a68ad1","943c0fe3-91dc-4053-a029-cc39ea40670a","In the text box below, please describe any strategies you used to try and beat your opponent.","tried to keep hitting rock button and then hit paper so that i could win","outcome_transition_dual_dependency",200,100,100,100,300,0.3333333333333333
"86ce3ea0-6e6e-4bc3-bc8d-6b4a60c455b4","1c4eedbb-5be3-48b2-a3c0-a5b8518ebb9f","In the text box below, please describe any strategies you used to try and beat your opponent.","I tried to find a pattern in my opponent's choices. Then used that to decide how to win.","prev_move_positive",249,109,78,113,300,0.36333333333333334
"fb2ac9d8-6aff-449e-8616-413a6d394705","aa5e1d0d-144a-4181-8044-11a8ae4afcf9","In the text box below, please describe any strategies you used to try and beat your opponent.","The computer would go in order if i followed it's order, but it i beat it, it would change what it is doing until i went back to its order","win_nil_lose_positive",213,96,75,129,300,0.32
"b2348bb6-a122-42d4-a702-40dbe8168e29","5f58390e-36e9-47e0-86c0-7b8342f3ab8d","In the text box below, please describe any strategies you used to try and beat your opponent.","I figured out the pattern early on and just stuck to it.","prev_move_negative",448,170,62,68,300,0.5666666666666667
"8a0c3857-0e4b-4286-931e-cf4461f60968","408c3c0a-0d42-4bf0-8b30-4569555b68cf","In the text box below, please describe any strategies you used to try and beat your opponent.","I noticed that the computer starting using the same one's in a sort of chronological order so I just kept using the one's that would beat it.","win_nil_lose_positive",362,149,85,66,300,0.49666666666666665
"b3f8fdec-aff5-40ee-b2c9-a7c9c38ae5c8","4072b1da-8d44-4982-8499-1e50dcda98b8","In the text box below, please describe any strategies you used to try and beat your opponent.","usually pretty random, did notice that whenever it went rock then paper it usually went scissors afterwords, also it liked to stick to ties
","outcome_transition_dual_dependency",278,122,88,90,300,0.4066666666666667
